show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Platform
s1315,TV Show,"Chappelle's Show",,Dave Chappelle,United States,"February 12, 2021",2005,TV-MA,2 Seasons,TV Comedies,"The brilliant Dave Chappelle performs blistering stand-up, impressions and sketches that skewer topics like racism, politics, celebrities and sex.",Netflix
s1318,TV Show,Nadiya Bakes,,Nadiya Hussain,United Kingdom,"February 12, 2021",2021,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV","Delightful cakes and heavenly breads pop from the oven as Nadiya Hussain returns to baking, her happy place, and spotlights creative kindred spirits.",Netflix
s1321,TV Show,Capitani,,"Luc Schiltz, Sophie Mousel, Claude De Demo, Joe Dennenwald, Konstantin Rommelfangen, Jules Werner, Jil Devresse, Julie Kieffer",Luxembourg,"February 11, 2021",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.",Netflix
s1322,TV Show,El Chema,,"Mauricio Ochmann, Mariana Seoane, Julio Bracho, Sergio Basañez, Itatí Cantoral, Jorge Luis Vázquez",Mexico,"February 11, 2021",2016,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.",Netflix
s1329,TV Show,Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,,United States,"February 10, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries","The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. From the creator of ""The Ted Bundy Tapes,"" a dive into crime's darkest places.",Netflix
s1332,TV Show,Five Came Back: The Reference Films,,,United States,"February 9, 2021",1945,TV-MA,1 Season,TV Shows,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",Netflix
s1333,TV Show,ICarly,,"Miranda Cosgrove, Nathan Kress, Jerry Trainor, Jennette McCurdy, Noah Munck, Mary Scheer",United States,"February 8, 2021",2008,TV-G,2 Seasons,"Kids' TV, TV Comedies",A cyberstar is born when 13-year-old Carly creates an Internet series with a little help from her best friend Sam and neighbor Freddie.,Netflix
s1336,TV Show,The Sinner,,"Jessica Biel, Bill Pullman, Christopher Abbott, Abby Miller, Dohn Norwood",United States,"February 6, 2021",2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","When a young mother inexplicably stabs a stranger to death, a sympathetic detective struggles to unlock the mystery buried in her missing memories.",Netflix
s1339,TV Show,Hache,,"Adriana Ugarte, Javier Rey, Eduardo Noriega, Marc Martínez, Ingrid Rubio, Pep Ambròs, Núria Prims, Roger Casamajor",Spain,"February 5, 2021",2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As Helena gains the love and trust of a dangerous heroin cartel leader in 1960s Barcelona, she hones the skills she needs to rise up the ranks.",Netflix
s1340,TV Show,Invisible City,,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Jéssica Córes, Jimmy London, Wesley Guimarães, Áurea Maranhão, Julia Konrad, Thaia Perez, Manu Dieguez, José Dumont, Tainá Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",Brazil,"February 5, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past.",Netflix
s1349,TV Show,Firefly Lane,,"Katherine Heigl, Sarah Chalke, Ben Lawson, Beau Garrett, Ali Skovbye, Roan Curtis, Yael Yurman, Jon-Michael Ecker, Brandon Jay McLaren, Paul McGillion, Chelah Horsdal, Brendan Taylor",United States,"February 3, 2021",2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",Best friends Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their 40s.,Netflix
s1350,TV Show,"Pablo Escobar, el patrón del mal",,"Andrés Parra, Angie Cepeda, Cecilia Navia, Vicky Hernández, Christian Tappan, Rodolfo Silva, Tommy Vásquez, Toto Vega, Nicolás Montero, Marcela Gallego",Colombia,"February 3, 2021",2012,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","From his days as a petty thief to becoming head of a drug-trafficking empire, this riveting series charts the life of the infamous Pablo Escobar.",Netflix
s1351,TV Show,Power Rangers Ninja Steel,,"William Shewfelt, Nico Greetham, Zoe Robins, Peter Sudarso, Chrysti Ane, Jordi Webber, Caleb Bendit, Chris Reid, Kelson Henderson",United States,"February 3, 2021",2018,TV-Y7,2 Seasons,"Kids' TV",A new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain Galvanax and save Earth from destruction.,Netflix
s1353,TV Show,Tiffany Haddish Presents: They Ready,,"Tracey Ashley, Flame Monroe, Aida Rodriguez, Marlo Williams, April Macie, Chaunté Wayans, Tiffany Haddish",United States,"February 2, 2021",2021,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Hand-picked by Tiffany Haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy.",Netflix
s1355,TV Show,Heartland,,"Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand",Canada,"February 1, 2021",2019,TV-14,13 Seasons,TV Dramas,Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,Netflix
s1356,TV Show,Love Daily,,"Kamil McFadden, Alexandra Peters, Laura Marano, Paul Karmiryan, Brianne Tju, Alexis G. Zall, Leo Howard, Stephanie Nogueras",United States,"February 1, 2021",2018,TV-14,1 Season,"Romantic TV Shows, Teen TV Shows","This anthology follows 12 different love stories involving fateful encounters, magical moments and unexpected romances over the course of a year.",Netflix
s1357,TV Show,My Dead Ex,,"Katherine Hughes, Ryan Lee, Ryan Malaty, Medalion Rahimi, Marc Evan Jackson, Beth Littleford, Audrey Wasilewski, Matt Braunger",United States,"February 1, 2021",2018,TV-14,1 Season,"TV Comedies, Teen TV Shows",High school teens Charley and Ben find themselves in a complicated romance when Ben dies in a tragic accident but is resurrected by a magical spell.,Netflix
s1361,TV Show,The House Arrest of Us,Richard Arellano,"Daniel Padilla, Kathryn Bernardo, Herbert Bautista, Ruffa Gutierrez, Gardo Versoza, Arlene Muhlach, Arlene Muchlach, Dennis Padilla, Riva Quenery, Anthony Jennings, Alora Sasam, Huybs Azarcon",Philippines,"February 1, 2021",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A couple decides to make their engagement official by honoring tradition when a pandemic forces them and their families to quarantine under one roof.,Netflix
s1362,TV Show,The Unsettling,,"Holly Taylor, Tequan Richmond, Willow Shields, An-Li Bogan, Noah Grismer, Alex Lange, David Clayton Rogers, Marguerite Moreau",United States,"February 1, 2021",2019,TV-14,1 Season,"TV Horror, Teen TV Shows","As 16-year-old Becca adjusts to her new foster home, she starts to question her reality as strange things begin to happen all around her.",Netflix
s1363,TV Show,Total Drama,,"Clé Bennett, Christian Potenza, Scott McCord, Rachel Wilson, Drew Nelson, Stephanie Anne Mills, Novie Edwards, Megan Fahlenbock, Brian Foud, Emilie-Claire Barlow, Phillip David Lewis, Katie Crown, Sarah Gadon, Peter Oldring, Kristin Fairlie, Dan Petronijevic, Adam Greydon Reid","Canada, United States, France","February 1, 2021",2015,TV-PG,7 Seasons,"Kids' TV, TV Comedies","Heartwarming moments are interspersed with backstabbing, scheming, sabotage and broken alliances in this animated spoof of reality show competitions.",Netflix
s1364,TV Show,Zac and Mia,,"Kian Lawley, Anne Winters, Alexis G. Zall, Tory Devon Smith, James Boyd, Tanner Stine, Markus Silbiger",United States,"February 1, 2021",2019,TV-14,2 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows","Two teenagers with cancer share a connection with each other despite their differences and extraordinary circumstances. Based on A.J. Betts's novel.",Netflix
s1366,TV Show,Zig & Sharko,,,France,"February 1, 2021",2019,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","Zig, an island-bound hyena, will do anything to get his paws on Marina the mermaid, but her devoted pal Sharko always comes to her rescue in time.",Netflix
s1372,TV Show,We Are: The Brooklyn Saints,,,United States,"January 29, 2021",2021,TV-14,1 Season,Docuseries,A Brooklyn youth football program and its selfless coaches provide a safe haven for kids to compete and learn lessons that will take them far in life.,Netflix
s1374,TV Show,50M2,,"Engin Öztürk, Kürşat Alnıaçık, Cengiz Bozkurt, Aybüke Pusat, Tolga Tekin, Özgür Emre Yıldırım, Yiğit Kirazcı",Turkey,"January 27, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood.",Netflix
s1376,TV Show,BONDING,,"Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman, Alex Hurt, D'Arcy Carden, Gabrielle Ryan, Charles Gould",United States,"January 27, 2021",2021,TV-MA,2 Seasons,"TV Comedies, TV Dramas",A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,Netflix
s1378,TV Show,Outlander,,"Caitriona Balfe, Sam Heughan, Tobias Menzies, Gary Lewis, Graham McTavish, Lotte Verbeek, Duncan Lacroix, Laura Donnelly, Bill Paterson, Stephen Walters, Grant O'Rourke, Simon Callow, Richard Rankin, Sophie Skelton, David Berry, Romann Berrux, Ed Speleers, Maria Doyle Kennedy, Tim Downie",United States,"January 27, 2021",2018,TV-MA,4 Seasons,"Romantic TV Shows, TV Action & Adventure, TV Dramas","This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.",Netflix
s1381,TV Show,Go Dog Go,,"Michela Luci, Callum Shoniker, Lyon Smith, Tajja Isen, Anand Rajaram, David Berni, Linda Ballantyne, Joshua Graham, Patrick McKenna, Judy Marshak, Martin Roach, Katie Griffin","United States, United Kingdom","January 26, 2021",2021,TV-Y,1 Season,"Kids' TV","Handy and inventive pup Tag chases adventure with her best pal, Scooch, solving problems and helping the citizens of Pawston along the way.",Netflix
s1384,TV Show,Blown Away,,,Canada,"January 22, 2021",2021,TV-14,2 Seasons,"International TV Shows, Reality TV","Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion.",Netflix
s1385,TV Show,Busted!,,"Yoo Jae-suk, Ahn Jae-wook, Kim Jong-min, Lee Kwang-soo, Park Min-young, Sehun, Kim Se-jeong",South Korea,"January 22, 2021",2021,TV-14,3 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","Tackling different mysteries in each episode of this game show, seven sleuths get closer to solving the biggest one of all: What happened to Project D?",Netflix
s1386,TV Show,Demon Slayer: Kimetsu no Yaiba,,"Natsuki Hanae, Akari Kito, Hiro Shimono, Yoshitsugu Matsuoka, Takahiro Sakurai, Hochu Otsuka, Yuki Kaji, Ai Kakuma, Nobuhiko Okamoto, Toshiyuki Morikawa, Aoi Yuki, Shiori Izawa, Daisuke Namikawa, Takumi Yamazaki, Hikaru Midorikawa, Takehito Koyasu",Japan,"January 22, 2021",2019,TV-14,1 Season,"Anime Series, International TV Shows","After a demon attack leaves his family slain and his sister cursed, Tanjiro embarks upon a perilous journey to find a cure and avenge those he's lost.",Netflix
s1393,TV Show,Daughter From Another Mother,,"Ludwika Paleta, Paulina Goto, Martín Altomaro, Liz Gallardo, Javier Ponce, Oka Giner, Zaide Silvia Gutiérrez, Dalexa Meneses, Emilio Beltrán Ulrich, Fernando Memije, Elena del Río, Christian Chávez",Mexico,"January 20, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family.",Netflix
s1395,TV Show,Spycraft,,,United States,"January 20, 2021",2021,TV-MA,1 Season,"Docuseries, Science & Nature TV","The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves.",Netflix
s1396,TV Show,Hello Ninja,,"Lukas Engel, Zoey Siewert, Sam Vincent, Mayumi Yoshida",United States,"January 19, 2021",2021,TV-Y,4 Seasons,"Kids' TV","BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day.",Netflix
s1401,TV Show,Bling Empire,,,United States,"January 15, 2021",2021,TV-MA,1 Season,Reality TV,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",Netflix
s1402,TV Show,Carmen Sandiego,,"Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley, Michael Goldsmith, Kari Wahlgren, Sharon Muthu, Liam O'Brien, Rafael Petardi, Charlet Chung",United States,"January 15, 2021",2021,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers","A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans – with help from her savvy sidekicks.",Netflix
s1403,TV Show,Disenchantment,,"Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio, Tress MacNeille, Matt Berry, David Herman, Maurice LaMarche, Lucy Montgomery, Billy West",United States,"January 15, 2021",2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy","Princess duties call, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals.",Netflix
s1405,TV Show,Henry Danger,,"Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox, Ella Anderson, Michael D. Cohen",United States,"January 15, 2021",2016,TV-G,3 Seasons,"Kids' TV, TV Comedies","A new part-time job forces Henry Hart to balance two lives, one as a typical teenager and the other as secret superhero sidekick Kid Danger.",Netflix
s1409,TV Show,The Magicians,,"Jason Ralph, Arjun Gupta, Hale Appleman, Stella Maeve, Summer Bishil, Olivia Taylor Dudley, Jade Tailor, Rick Worthy, Mackenzie Astin, Kacey Rohl, Charles Mesure, Keegan Connor Tracy, Trevor Einhorn","United States, Canada","January 15, 2021",2020,TV-MA,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy","When grad student Quentin Coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real.",Netflix
s1417,TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,,United States,"January 13, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries","Beneath the sunlit glamour of 1985 LA lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",Netflix
s1420,TV Show,Last Tango in Halifax,Juliet May,"Derek Jacobi, Anne Reid, Sarah Lancashire, Nicola Walker, Edward Ashley, Louis Greatorex, Josh Bolt",United Kingdom,"January 12, 2021",2020,TV-MA,4 Seasons,"British TV Shows, Romantic TV Shows, TV Dramas",Two widowed childhood sweethearts fall for each other all over again when they are reunited over the Internet after nearly 60 years.,Netflix
s1428,TV Show,Inside the World’s Toughest Prisons,,Paul Connolly,United Kingdom,"January 8, 2021",2021,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, Docuseries","Investigative journalist Paul Connolly becomes a voluntary inmate in the world's most volatile prisons, where intimidation and brutality rule.",Netflix
s1430,TV Show,Mighty Little Bheem: Kite Festival,,"Sumruddhi Shukla, Aranya Kaur, Nishka Raheja",India,"January 8, 2021",2021,TV-Y,1 Season,"Kids' TV, TV Comedies","With winter behind them, Bheem and his townspeople usher in a sunny new season in all their favorite ways during the Makar Sankranti festival.",Netflix
